40	35	53	63	55	56	5	37	60	20	65	20	31	10	27	65	2	26	22	85	25	65	45	2	8	88	95	92	8	55	38	65	45	40	90	24	64	0	42	88	5	62	60	2	26	15	55	60	49	37	44	63	21	6	8	12	15	10	20	40	58	18	57	30	57	42	22	85	18	95	72	10	4	42	65	55	50	87	55	41	67	55	30	20	20	5	40	67	25	38	0	23	42	15	35	15	49	61	35	31	47
50	40	43	65	80	37	45	31	80	82	20	85	52	20	43	85	45	52	75	25	30	35	30	40	40	35	35	30	45	82	5	55	65	5	35	58	42	40	10	30	5	80	12	60	35	75	20	85	58	47	5	23	24	68	56	24	80	35	50	15	75	75	48	25	29	12	85	35	80	30	35	40	18	15	82	85	35	30	54	37	85	60	60	80	20	35	60	5	85	15	45	3	5	10	5	60	42	52	69	67	47
0	2	2	1	1	1	1	2	1	1	1	2	3	2	1	4	1	1	3	1	1	1	2	2	4	2	2	1	2	1	3	2	1	1	1	2	1	2	4	1	2	3	4	1	2	2	2	3	1	1	2	1	3	3	3	2	1	2	1	4	2	2	3	3	2	1	1	3	1	3	3	3	4	1	1	2	2	1	3	2	2	2	2	4	1	1	3	3	2	1	2	1	1	2	2	2	2	1	3	1	2
40	25	22	22	20	15	8	40	95	88	85	65	42	72	25	10	63	5	27	37	63	49	57	56	55	26	35	53	55	5	60	20	65	31	65	2	85	65	45	2	8	95	92	55	38	65	45	90	24	64	0	42	88	62	60	2	26	55	60	49	37	44	21	6	8	12	15	10	20	40	58	18	30	57	42	18	10	4	42	55	50	87	41	67	55	30	20	20	5	40	67	38	0	23	15	35	15	61	35	31	47
50	85	75	85	85	75	45	5	30	35	35	82	5	35	30	20	65	5	43	31	23	42	48	37	54	52	40	43	80	45	80	82	20	52	85	45	25	35	30	40	40	35	30	82	5	55	65	35	58	42	40	10	30	80	12	60	35	20	85	58	47	5	24	68	56	24	80	35	50	15	75	75	25	29	12	80	40	18	15	85	35	30	37	85	60	60	80	20	35	60	5	15	45	3	10	5	60	52	69	67	47
0	2	3	1	2	2	2	1	3	2	3	1	1	3	1	2	1	2	1	2	1	2	3	1	3	1	2	2	1	1	1	1	1	3	4	1	1	1	2	2	4	2	1	1	3	2	1	1	2	1	2	4	1	3	4	1	2	2	3	1	1	2	3	3	3	2	1	2	1	4	2	2	3	2	1	1	3	4	1	2	2	1	2	2	2	2	4	1	1	3	3	1	2	1	2	2	2	1	3	1	2
40	25	22	22	20	15	8	5	0	44	42	42	40	38	95	92	90	88	87	85	65	55	18	2	42	72	55	25	55	30	10	15	45	65	65	63	2	5	49	27	37	63	21	67	37	49	57	56	55	4	26	35	53	55	60	20	31	65	85	65	45	2	8	95	55	38	24	64	88	62	60	26	60	6	8	12	15	10	20	40	58	18	57	42	10	50	41	67	30	20	20	5	40	0	23	15	35	61	35	31	47
50	85	75	85	85	75	45	45	40	5	10	15	5	15	30	30	35	35	30	35	82	85	80	45	5	35	20	30	60	25	20	60	65	20	55	65	60	5	58	43	31	23	24	5	47	42	48	37	54	18	52	40	43	80	80	82	52	85	25	35	30	40	40	35	82	5	58	42	30	80	12	35	85	68	56	24	80	35	50	15	75	75	29	12	40	35	37	85	60	80	20	35	60	45	3	10	5	52	69	67	47
0	2	3	1	2	2	2	1	2	2	4	1	1	1	3	1	1	2	1	3	1	2	1	1	1	3	2	1	2	3	2	2	1	1	2	1	1	2	1	1	2	1	3	3	1	2	3	1	3	4	1	2	2	1	1	1	3	4	1	1	2	2	4	2	1	3	2	1	1	3	4	2	3	3	3	2	1	2	1	4	2	2	2	1	3	2	2	2	2	4	1	1	3	2	1	2	2	1	3	1	2
40	25	22	22	20	18	15	10	8	5	0	0	44	42	42	40	40	38	95	95	92	90	88	88	87	85	85	67	65	65	60	60	58	55	55	20	18	2	42	42	72	55	25	55	50	30	10	15	45	65	45	35	41	40	35	65	63	2	5	8	47	49	27	37	63	21	24	67	37	49	61	57	56	55	4	26	53	31	65	2	8	55	38	64	62	60	26	6	12	15	10	20	57	30	20	20	5	23	15	35	31
